[     477ms] [LOG] WP Page Cache Control: Using provider: PantheonProvider @ https://www.nationalreview.com/wp-content/plugins/wp-page-cache-control/build/global/index.js?ver=9865e1fee0914bd3912b:0
[    7893ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://eb2.3lift.com/sync?gdpr=&cmp_cs=&us_privacy=&gpp=&gpp_sid=&redir=https://s2s.t13.io/setuid?bidder=triplelift&gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&f=b&uid=$UID:0
[    8095ms] [ERROR] Access to fetch at 'https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[    8095ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://ex.ingage.tech/v1/openrtb?publisherId=e0247337-444d-44f9-8a10-45f38333b383:0
[    8907ms] [WARNING] An iframe which has both allow-scripts and allow-same-origin for its sandbox attribute can escape its sandboxing. @ https://cadmus.script.ac/d14pdm1b7fi5kh/script.js:0
[    8919ms] [WARNING] An iframe which has both allow-scripts and allow-same-origin for its sandbox attribute can escape its sandboxing. @ https://cadmus.script.ac/d14pdm1b7fi5kh/script.js:0
[    8960ms] [WARNING] An iframe which has both allow-scripts and allow-same-origin for its sandbox attribute can escape its sandboxing. @ https://cadmus.script.ac/d14pdm1b7fi5kh/script.js:0
[    8996ms] [WARNING] An iframe which has both allow-scripts and allow-same-origin for its sandbox attribute can escape its sandboxing. @ https://cadmus.script.ac/d14pdm1b7fi5kh/script.js:0
[    9037ms] [LOG] 33across tag not fired : disabled by ad layers @ https://cadmus.script.ac/d14pdm1b7fi5kh/script.js:0
[   10352ms] [ERROR] Failed to load resource: net::ERR_NAME_NOT_RESOLVED @ https://pixel-us-apac.rubiconproject.com/exchange/sync.php?p=yieldmo&us_privacy=:0
[   10565ms] [LOG] Ignoring gdpr_consent param, it should be a non empty value @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   10352ms] [ERROR] Failed to load resource: net::ERR_NAME_NOT_RESOLVED @ https://pixel-us-apac.rubiconproject.com/exchange/sync.php?p=yieldmo&us_privacy=:0
[   10702ms] [ERROR] Failed to load resource: net::ERR_NAME_NOT_RESOLVED @ https://pixel-us-apac.rubiconproject.com/exchange/sync.php?p=yieldmo&us_privacy=:0
[   11280ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ https://usync.ingage.tech/?gdpr=0&gdpr_consent=null&us_privacy=null&r=https%3a%2f%2fcapi.connatix.com%2fcore%2fus%3fDemandPartner%3d55%26UserId%3d2-511b2c157fd64d7fa937abc366be43e3%26DemandPartnerName%3dInsticator%26tier%3d1%26DemandPartnerUserId%3D%24UID:0
[   11652ms] [LOG] Invoking image pixel user sync for bidder: "alchemyx" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   12369ms] [LOG] Invoking image pixel user sync for bidder: "kiviads" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   12408ms] [ERROR] Failed to load resource: the server responded with a status of 400 () @ https://s.ad.smaato.net/c/?dspInit=1002196&dspCookie=5591753974643905511&gdpr=0&gdpr_consent=:0
[   12421ms] [ERROR] Failed to load resource: net::ERR_NAME_NOT_RESOLVED @ https://sync.kiviads.com/pserver?gdpr=&gdpr_consent=&ccpa=&redir=https%3A%2F%2Fib.adnxs.com%2Fprebid%2Fsetuid%3Fbidder%3Dkiviads%26gdpr%3D%26gdpr_consent%3D%26gpp%3D%26gpp_sid%3D%26f%3Di%26uid%3D%5BUID%5D:0
[   12421ms] [LOG] Invoking image pixel user sync for bidder: "rxnetwork" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   13759ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ https://farm.plista.com/matching/pixel/?ssp=c3de&dsp_user_id=5591753974643905511:0
[   14363ms] [LOG] Invoking image pixel user sync for bidder: "operaads" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   15369ms] [LOG] Invoking image pixel user sync for bidder: "prismassp" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   15701ms] [LOG] Invoking image pixel user sync for bidder: "suntContent" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   16583ms] [LOG] Invoking image pixel user sync for bidder: "richaudience" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   17253ms] [WARNING] Unsupported font family @ https://tts.carbonatixaudio.com/static/js/tts_player.js:1
[   17454ms] [LOG] Invoking image pixel user sync for bidder: "admixer" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   12408ms] [ERROR] Failed to load resource: the server responded with a status of 400 () @ https://s.ad.smaato.net/c/?dspInit=1002196&dspCookie=5591753974643905511&gdpr=0&gdpr_consent=:0
[   12421ms] [ERROR] Failed to load resource: net::ERR_NAME_NOT_RESOLVED @ https://sync.kiviads.com/pserver?gdpr=&gdpr_consent=&ccpa=&redir=https%3A%2F%2Fib.adnxs.com%2Fprebid%2Fsetuid%3Fbidder%3Dkiviads%26gdpr%3D%26gdpr_consent%3D%26gpp%3D%26gpp_sid%3D%26f%3Di%26uid%3D%5BUID%5D:0
[   13759ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ https://farm.plista.com/matching/pixel/?ssp=c3de&dsp_user_id=5591753974643905511:0
[   10352ms] [ERROR] Failed to load resource: net::ERR_NAME_NOT_RESOLVED @ https://pixel-us-apac.rubiconproject.com/exchange/sync.php?p=yieldmo&us_privacy=:0
[   10702ms] [ERROR] Failed to load resource: net::ERR_NAME_NOT_RESOLVED @ https://pixel-us-apac.rubiconproject.com/exchange/sync.php?p=yieldmo&us_privacy=:0
[   18306ms] [ERROR] Failed to load resource: net::ERR_NAME_NOT_RESOLVED @ https://sync.extend.tv/r.gif?exchange=liveramp&ZUID=5591753974643905511:0
[   18316ms] [ERROR] Failed to load resource: the server responded with a status of 400 () @ https://eb2.3lift.com/xuid?idenv=:0
[   18594ms] [LOG] Invoking image pixel user sync for bidder: "bidtheatre" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   19013ms] [ERROR] Failed to load resource: net::ERR_NAME_NOT_RESOLVED @ https://beacon.krxd.net/usermatch.gif?adnxs_uid=5591753974643905511:0
[   19792ms] [LOG] Invoking image pixel user sync for bidder: "krushmedia" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   20001ms] [ERROR] Failed to load resource: net::ERR_FILE_NOT_FOUND @ blob:https://www.nationalreview.com/5656fdf0-e1b9-410d-9a61-a3566c0859b0:0
[   20352ms] [ERROR] Failed to load resource: the server responded with a status of 400 () @ https://cksync.yahoo.co.jp/dispatch?ptr=10901:0
[   20386ms] [ERROR] Failed to load resource: the server responded with a status of 404 () @ https://cs.krushmedia.com/fa1f4f54ef1a899cbe43bc38ff3ac43f.gif?gdpr=&gdpr_consent=&us_privacy=&redir=https%3A%2F%2Fib.adnxs.com%2Fprebid%2Fsetuid%3Fbidder%3Dkrushmedia%26gdpr%3D%26gdpr_consent%3D%26gpp%3D%26gpp_sid%3D%26f%3Di%26uid%3D%5BUID%5D:0
[   20386ms] [LOG] Invoking image pixel user sync for bidder: "telaria" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   21996ms] [LOG] Invoking image pixel user sync for bidder: "yieldmo" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   22398ms] [ERROR] Access to fetch at 'https://carbonatix.deliveryengine.adswizz.com/vast/4.0/request/alias/74931?companion_zone_alias=53264&listenerId=5fb5038a-4726-43d3-be5a-e76ca89f2655&cb=48efc819-0385-43b2-bf3f-d5cbb1b0aa22' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[   22398ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://carbonatix.deliveryengine.adswizz.com/vast/4.0/request/alias/74931?companion_zone_alias=53264&listenerId=5fb5038a-4726-43d3-be5a-e76ca89f2655&cb=48efc819-0385-43b2-bf3f-d5cbb1b0aa22:0
[   23005ms] [LOG] Invoking image pixel user sync for bidder: "smoot" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   23346ms] [ERROR] Access to fetch at 'https://odeeo.deliveryengine.adswizz.com/vast/4.0/request/alias/TTS-audio?listenerId=5fb5038a-4726-43d3-be5a-e76ca89f2655&cb=9751775493311169361&duration=31000&schain=1.0,1!odeeo.io,136618017,1&aw_0_site.id=nationalreview.com&aw_0_site.name=nationalreview.com&aw_0_site.domain=nationalreview.com&aw_0_1st.lmt=undefined&us_privacy=unknown&aw_0_site.page=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[   23346ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://odeeo.deliveryengine.adswizz.com/vast/4.0/request/alias/TTS-audio?listenerId=5fb5038a-4726-43d3-be5a-e76ca89f2655&cb=9751775493311169361&duration=31000&schain=1.0,1!odeeo.io,136618017,1&aw_0_site.id=nationalreview.com&aw_0_site.name=nationalreview.com&aw_0_site.domain=nationalreview.com&aw_0_1st.lmt=undefined&us_privacy=unknown&aw_0_site.page=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F:0
[   23446ms] [ERROR] Access to fetch at 'https://odeeo.deliveryengine.adswizz.com/vast/4.0/request/alias/TTS-audio?listenerId=5fb5038a-4726-43d3-be5a-e76ca89f2655&cb=9751775493311169361&duration=31000&schain=1.0,1!odeeo.io,136618017,1&aw_0_site.id=nationalreview.com&aw_0_site.name=nationalreview.com&aw_0_site.domain=nationalreview.com&aw_0_1st.lmt=undefined&us_privacy=unknown&aw_0_site.page=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[   23446ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://odeeo.deliveryengine.adswizz.com/vast/4.0/request/alias/TTS-audio?listenerId=5fb5038a-4726-43d3-be5a-e76ca89f2655&cb=9751775493311169361&duration=31000&schain=1.0,1!odeeo.io,136618017,1&aw_0_site.id=nationalreview.com&aw_0_site.name=nationalreview.com&aw_0_site.domain=nationalreview.com&aw_0_1st.lmt=undefined&us_privacy=unknown&aw_0_site.page=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F:0
[   23519ms] [ERROR] Failed to load resource: net::ERR_HTTP2_INADEQUATE_TRANSPORT_SECURITY @ https://api.tsbluebox.com/163/vast/4.1/?apikey=d69bc8da-24e3-40ce-b29d-873762426d10&stationid=www.nationalreview.com&userid=5fb5038a-4726-43d3-be5a-e76ca89f2655&useragent=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Chrome%2F146.0.0.0+Safari%2F537.36&domain=www.nationalreview.com&product=text&culture=us-EN&language=EN&placement=preroll&ip=195.7.13.56&lat=41.6717&lon=2.794:0
[   23544ms] [ERROR] Access to fetch at 'https://odeeo.deliveryengine.adswizz.com/vast/4.0/request/alias/TTS-audio?listenerId=5fb5038a-4726-43d3-be5a-e76ca89f2655&cb=9751775493311169361&duration=31000&schain=1.0,1!odeeo.io,136618017,1&aw_0_site.id=nationalreview.com&aw_0_site.name=nationalreview.com&aw_0_site.domain=nationalreview.com&aw_0_1st.lmt=undefined&us_privacy=unknown&aw_0_site.page=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[   23545ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://odeeo.deliveryengine.adswizz.com/vast/4.0/request/alias/TTS-audio?listenerId=5fb5038a-4726-43d3-be5a-e76ca89f2655&cb=9751775493311169361&duration=31000&schain=1.0,1!odeeo.io,136618017,1&aw_0_site.id=nationalreview.com&aw_0_site.name=nationalreview.com&aw_0_site.domain=nationalreview.com&aw_0_1st.lmt=undefined&us_privacy=unknown&aw_0_site.page=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F:0
[   23659ms] [ERROR] Access to fetch at 'https://odeeo.deliveryengine.adswizz.com/vast/4.0/request/alias/TTS-audio?listenerId=5fb5038a-4726-43d3-be5a-e76ca89f2655&cb=9751775493311169361&duration=31000&schain=1.0,1!odeeo.io,136618017,1&aw_0_site.id=nationalreview.com&aw_0_site.name=nationalreview.com&aw_0_site.domain=nationalreview.com&aw_0_1st.lmt=undefined&us_privacy=unknown&aw_0_site.page=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[   23659ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://odeeo.deliveryengine.adswizz.com/vast/4.0/request/alias/TTS-audio?listenerId=5fb5038a-4726-43d3-be5a-e76ca89f2655&cb=9751775493311169361&duration=31000&schain=1.0,1!odeeo.io,136618017,1&aw_0_site.id=nationalreview.com&aw_0_site.name=nationalreview.com&aw_0_site.domain=nationalreview.com&aw_0_1st.lmt=undefined&us_privacy=unknown&aw_0_site.page=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F:0
[   24078ms] [LOG] Invoking image pixel user sync for bidder: "colossus" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
[   25389ms] [ERROR] Access to fetch at 'https://cmod-world.live.streamtheworld.com/ondemand/ars?device-os=windows&site-url=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F&coppa=&gdpr=1&gdpr_consent=&iab-categories-to-exclude=IAB8-5,IAB8-18,IAB9-9,IAB7-39,IAB11-4,IAB11-1&iab-v2-cat=384&ip=195.7.13.56&lsid=5fb5038a-4726-43d3-be5a-e76ca89f2655&maxAds=1&maxdur=45&pricing=cpm&site-url=https://odeeo.io/&stid=581483&ttag=publisher_id:display&type=preroll&ua=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F146.0.0.0%20Safari%2F537.36&delivery-method=streaming&feed-type=txt2speech&referrer=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F&break-id=688177549331135941&maxdur=31' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[   25389ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://cmod-world.live.streamtheworld.com/ondemand/ars?device-os=windows&site-url=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F&coppa=&gdpr=1&gdpr_consent=&iab-categories-to-exclude=IAB8-5,IAB8-18,IAB9-9,IAB7-39,IAB11-4,IAB11-1&iab-v2-cat=384&ip=195.7.13.56&lsid=5fb5038a-4726-43d3-be5a-e76ca89f2655&maxAds=1&maxdur=45&pricing=cpm&site-url=https://odeeo.io/&stid=581483&ttag=publisher_id:display&type=preroll&ua=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F146.0.0.0%20Safari%2F537.36&delivery-method=streaming&feed-type=txt2speech&referrer=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F&break-id=688177549331135941&maxdur=31:0
[   25623ms] [ERROR] Access to fetch at 'https://cmod-world.live.streamtheworld.com/ondemand/ars?device-os=windows&site-url=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F&coppa=&gdpr=1&gdpr_consent=&iab-categories-to-exclude=IAB8-5,IAB8-18,IAB9-9,IAB7-39,IAB11-4,IAB11-1&iab-v2-cat=384&ip=195.7.13.56&lsid=5fb5038a-4726-43d3-be5a-e76ca89f2655&maxAds=1&maxdur=45&pricing=cpm&site-url=https://odeeo.io/&stid=581483&ttag=publisher_id:display&type=preroll&ua=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F146.0.0.0%20Safari%2F537.36&delivery-method=streaming&feed-type=txt2speech&referrer=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F&break-id=688177549331135941&maxdur=31' from origin 'https://www.nationalreview.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.nationalreview.com/news/mamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video/:0
[   25623ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://cmod-world.live.streamtheworld.com/ondemand/ars?device-os=windows&site-url=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F&coppa=&gdpr=1&gdpr_consent=&iab-categories-to-exclude=IAB8-5,IAB8-18,IAB9-9,IAB7-39,IAB11-4,IAB11-1&iab-v2-cat=384&ip=195.7.13.56&lsid=5fb5038a-4726-43d3-be5a-e76ca89f2655&maxAds=1&maxdur=45&pricing=cpm&site-url=https://odeeo.io/&stid=581483&ttag=publisher_id:display&type=preroll&ua=Mozilla%2F5.0%20(Windows%20NT%2010.0%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F146.0.0.0%20Safari%2F537.36&delivery-method=streaming&feed-type=txt2speech&referrer=https%3A%2F%2Fwww.nationalreview.com%2Fnews%2Fmamdani-aoc-offer-taxpayer-funded-child-care-to-illegal-immigrants-in-spanish-language-video%2F&break-id=688177549331135941&maxdur=31:0
[   25812ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_RESET @ https://sync.colossusssp.com/pbs.gif?gdpr=&gdpr_consent=&us_privacy=&redir=https%3A%2F%2Fib.adnxs.com%2Fprebid%2Fsetuid%3Fbidder%3Dcolossus%26gdpr%3D%26gdpr_consent%3D%26gpp%3D%26gpp_sid%3D%26f%3Di%26uid%3D%5BUID%5D:0
[   25812ms] [LOG] Invoking image pixel user sync for bidder: "consumable" @ https://acdn.adnxs.com/prebid/universal-creative/load-cookie.html?max_sync_count=30&gdpr=0&gdpr_consent=&account=&source=amp:9
